CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
6524553,11/12/2016 16:32,12/18/2016 7:25,12/18/2016 7:25,Closed,Case Resolved - cottoneaster pruning over stairs heading east up 27th street and Monterey cypress     Notes:cottoneaster over the stairwell parallel to 27th street need to be pruned back .   BUF Action:Prune.    Notes:cottoneaster over the stairwell parallel to 27th street need to be pruned back  ::  Closed By CMMS SO 641995.   BUF Action:Prune. date completed - 12/14/2016.     Notes:cottoneaster over the stairwell parallel to 27th street need to be pruned back  ::  Closed By CMMS SO 641995from CMMS: .   BUF Ac,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of 27TH ST and NEWBURG ST,8,Noe Valley,"(37.7464941220687, -122.433697792785)",Voice In,
6520329,11/11/2016 9:02,11/11/2016 12:45,11/11/2016 12:45,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,Intersection of RICHARDSON AVE and BAKER ST,2,Cow Hollow,"(37.7996651021082, -122.446180547605)",Voice In,
5609166,2/27/2016 12:20,,3/6/2016 6:39,Open,accepted,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Other,"2191 FUNSTON AVE, SAN FRANCISCO, CA, 94116",7,Golden Gate Heights,"(37.74721200947, -122.469570181374)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56d20513df86ac4353fb10c7/IMG_1246__1_.jpg
5609180,2/27/2016 12:30,,3/6/2016 6:40,Open,accepted,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Other,"2191 FUNSTON AVE, SAN FRANCISCO, CA, 94116",7,Golden Gate Heights,"(37.74721200947, -122.469570181374)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56d20757df86ac4353fb1108/IMG_1244.jpg
5609471,2/27/2016 14:20,,3/10/2016 12:00,Open,accepted,DPW BSM Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of 17TH ST and MISSOURI ST,10,Potrero Hill,"(37.7651305084029, -122.396770722608)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56d22116df86ac4353fb1339/report.jpg
5690866,3/22/2016 20:30,4/26/2016 12:00,4/26/2016 12:00,Closed,"Case Resolved -  Request closed by in Operations system   at Apr 26 2016 12:00AM.  Notes = ""  Notes:Letter created, gave permission to pave. too close to street light & several underground utilities.   BUF Action:Inspect. date completed - 4/26/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"1233 TARAVAL ST, SAN FRANCISCO, CA, 94116",4,Parkside,"(37.742634511133, -122.479509457157)",Open311,
5690931,3/22/2016 21:11,4/5/2016 2:35,4/5/2016 2:35,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"1826 BUCHANAN ST, SAN FRANCISCO, CA, 94115",5,Japantown,"(37.786964842786, -122.429913190344)",Voice In,
5621321,3/2/2016 9:24,6/1/2016 5:27,6/1/2016 5:27,Closed,Case Resolved -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Shrubbery_blocking_visibility,Intersection of BREWSTER ST and COSTA ST,9,Peralta Heights,"(37.7448119041579, -122.406895838816)",Voice In,
5621570,3/2/2016 10:00,,3/6/2016 7:03,Open,open,DPW BUF Queue,Tree Maintenance,Trees - Damaged_Tree,Hanging_limb,"725 BROTHERHOOD WAY, SAN FRANCISCO, CA, 94132",7,Lakeshore,"(37.712812702704, -122.472710511231)",Voice In,
5621625,3/2/2016 10:07,,3/3/2016 2:08,Open,open,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Sprinkler_system_issues,Intersection of ESMERALDA AVE and ELSIE ST,9,Bernal Heights,"(37.7432225887387, -122.417421505253)",Voice In,
5621679,3/2/2016 10:13,,3/6/2016 6:57,Open,open,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"1375 HAIGHT ST, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,"(37.770152119485, -122.444810299608)",Web Self Service,
5621864,3/2/2016 10:37,,3/3/2016 11:39,Open,open,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"1580 HAIGHT ST, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,"(37.769881020256, -122.448253684244)",Voice In,
5939556,6/3/2016 9:20,6/4/2016 10:12,6/4/2016 10:12,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Hanging_limb,"750 FOLSOM ST, SAN FRANCISCO, CA, 94107",6,South of Market,"(37.782855777642, -122.400180433108)",Voice In,
5622412,3/2/2016 12:19,4/11/2016 19:04,4/11/2016 19:04,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Near_communication_line,"1167 PALOU AVE, SAN FRANCISCO, CA, 94124",10,Hunters Point,"(37.7292728301, -122.382915297681)",Voice In,
5940445,6/3/2016 12:07,,7/12/2016 7:11,Open,accepted,DPW BSM Queue,Tree Maintenance,Trees - Landscaping,Weeding,"354 THORNTON AVE, SAN FRANCISCO, CA, 94124",10,Silver Terrace,"(37.731278046912, -122.396031384881)",Voice In,
5622744,3/2/2016 13:33,,3/3/2016 12:00,Open,open,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Dead_tree,Intersection of BALBOA ST and 27TH AVE,1,Outer Richmond,"(37.7762037212659, -122.486603247829)",Voice In,
5940802,6/3/2016 13:19,8/22/2016 15:36,8/22/2016 15:36,Closed,Case Resolved - sent,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"674 HAYES ST, SAN FRANCISCO, CA, 94102",5,Hayes Valley,"(37.776505765764, -122.427515774992)",Voice In,
5941476,6/3/2016 15:12,,6/4/2016 15:18,Open,Open,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,"3286 MISSION ST, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.744252537199, -122.420812907013)",Voice In,
5941490,6/3/2016 15:14,,6/4/2016 18:08,Open,Open,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,"3266 MISSION ST, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.744634368347, -122.42085429465)",Voice In,
5941577,6/3/2016 15:32,6/9/2016 3:57,6/9/2016 3:57,Closed,Case Resolved - Request Letter Sent.   letter sent to homeowner to paveover due to basin in bus stop.,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"3310 16TH ST, SAN FRANCISCO, CA, 94114",8,Mission Dolores,"(37.764773191601, -122.426823737802)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57520560df8680c81cee9c7f/report.jpg
5941706,6/3/2016 15:49,8/22/2016 23:16,8/22/2016 23:16,Closed,Case Resolved - Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Empty_tree_basin,"148 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",9,Mission,"(37.755715883, -122.4162233)",Voice In,
5941746,6/3/2016 15:53,10/3/2016 11:10,10/3/2016 11:10,Closed,Case Resolved -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Weeding,"1100 PRAGUE ST, SAN FRANCISCO, CA, 94112",11,Crocker Amazon,"(37.710174437517, -122.438127079294)",Voice In,
5941790,6/3/2016 16:00,6/14/2016 2:49,6/14/2016 2:49,Closed,Case Resolved - this is a rec& park issue. transferred on tablet,DPW - Bureau of Urban Forestry - G,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of OAK ST and SHRADER ST,5,Panhandle,"(37.7712297778856, -122.452241648513)",Voice In,
5941868,6/3/2016 16:12,8/22/2016 23:16,8/22/2016 23:16,Closed,Case Resolved - yes. dead. verifying jurisdiction. very sculptural! Will move forward or transfer to rec&park. may be DPW.,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,Intersection of HAYES ST and OCTAVIA ST,5,Hayes Valley,"(37.7766875913482, -122.424513781071)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57520edfdf8680c81cee9f41/photo_20160603_161224.jpg
5942111,6/3/2016 17:01,6/10/2016 12:50,6/10/2016 12:50,Closed,Case Resolved -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Lawn_mowing,Intersection of JUNIPERO SERRA BLVD and PALMETTO AVE,7,Merced Heights,"(37.7106501448696, -122.471044659605)",Voice In,
5942506,6/3/2016 18:56,10/10/2016 10:23,10/10/2016 10:23,Closed,"Case is Invalid - Unable to followup, no contact info",311 Supervisor Queue,Tree Maintenance,Trees - Landscaping,Weeding,Intersection of 19TH AVE and SARGENT ST,11,Merced Heights,"(37.7161259318113, -122.471571966693)",Voice In,
5625516,3/3/2016 10:52,,3/3/2016 12:00,Open,open,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"101 HYDE ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.781838336276, -122.415680513678)",Open311,
5625540,3/3/2016 10:55,6/14/2016 2:05,6/14/2016 2:05,Closed,Case Resolved - 1098,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"213 TURK ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.78291941747, -122.412639016919)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56d88404df8610cfb6b3cb1b/report.jpg
5625535,3/3/2016 10:54,4/11/2016 20:05,4/11/2016 20:05,Closed,Case Resolved - no empty basins found at this address,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"2950 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765164927177, -122.41870009706)",Open311,
5625646,3/3/2016 11:16,6/15/2016 2:40,6/15/2016 2:40,Closed,Case Resolved - 1098,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,"1559 MISSION ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.773267268218, -122.417991823297)",Voice In,
5625711,3/3/2016 11:31,3/9/2016 9:21,3/9/2016 9:21,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,Intersection of EVERGLADE DR and OCEAN AVE,7,Lakeshore,"(37.7321217551235, -122.488899833968)",Voice In,
5942907,6/3/2016 22:32,9/17/2016 14:40,9/17/2016 14:40,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"1065 ASHBURY ST, SAN FRANCISCO, CA, 94117",5,Ashbury Heights,"(37.763543594948, -122.446808417383)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/575267f3df8680c81ceeaac2/report.jpg
5942909,6/3/2016 22:33,9/17/2016 14:40,9/17/2016 14:40,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"1065 ASHBURY ST, SAN FRANCISCO, CA, 94117",5,Ashbury Heights,"(37.763543594948, -122.446808417383)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57526818df8680c81ceeaad5/report.jpg
5942925,6/3/2016 22:49,6/4/2016 8:52,6/4/2016 8:52,Closed,Cancelled -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Hanging_limb,"1288 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",3,Fisherman's Wharf,"(37.8059065464, -122.418200949164)",Web Self Service,
5943460,6/4/2016 9:41,6/8/2016 2:28,6/8/2016 2:28,Closed,Case Resolved -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Remove_garden_debris,Intersection of CUMBERLAND ST and NOE ST,8,Eureka Valley,"(37.7586223567428, -122.432561004915)",Voice In,
5943464,6/4/2016 9:44,8/18/2016 7:03,8/18/2016 7:03,Closed,Case Resolved - Per PSA manager: Gardening staff and myself have inspected the trees and landscape on our properties associated with Bernal Park and found no damage or need to do clean up or maintenance I our trees or shrubs. We have found a dead pine in DPW properties across from the north gate at the Folsom an Bernal intersection.  Thank you,RPD Park Service Area 6 Queue,Tree Maintenance,Trees - Landscaping,Weeding,Intersection of BERNAL HEIGHTS BLVD and FOLSOM ST,9,Bernal Heights,"(37.7430497100081, -122.409968377139)",Web Self Service,
5943624,6/4/2016 10:26,6/30/2016 12:00,6/30/2016 12:00,Closed,"Case Resolved -  Request closed by in Operations system   at Jun 30 2016 12:00AM.  Notes = ""  Notes:some signs of early decline.   BUF Action:Inspect. date completed - 6/30/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Dead_tree,Intersection of VERMONT ST and 20TH ST,10,Potrero Hill,"(37.7595592369392, -122.40401061394)",Voice In,
5943761,6/4/2016 11:06,6/4/2016 14:21,6/4/2016 14:21,Closed,Case Resolved - 1098-  done,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,Intersection of BUCHANAN ST and CALIFORNIA ST,2,Pacific Heights,"(37.7893244166047, -122.430551130672)",Voice In,
5627499,3/3/2016 17:52,4/11/2016 7:52,4/11/2016 7:52,Closed,Case Resolved -   Notes:Closed By CMMS SO 502321.   BUF Action:Prune. date completed - 4/11/2016.     Notes:Closed By CMMS SO 502321from CMMS: .   BUF Action:Prune. date completed - 4/11/2016.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of FOLSOM ST and STONEMAN ST,9,Bernal Heights,"(37.7451491088557, -122.413376463224)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56d8ea6bdf8610cfb6b3d7f8/report.jpg
6295600,9/10/2016 9:17,10/18/2016 1:55,10/18/2016 1:55,Closed,Case Resolved - it is visible within 25',DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of 18TH AVE and QUINTARA ST,7,Golden Gate Heights,"(37.7486923315519, -122.475016920321)",Voice In,
5943868,6/4/2016 11:29,6/5/2016 1:54,6/5/2016 1:54,Closed,Case Resolved - done,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"40 DAWNVIEW WAY, SAN FRANCISCO, CA, 94131",8,Midtown Terrace,"(37.747898348213, -122.446828526264)",Voice In,
5943962,6/4/2016 11:59,6/8/2016 7:23,6/8/2016 7:23,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_traffic_signal,Intersection of CASTRO ST and 15TH ST,8,Corona Heights,"(37.7657273267337, -122.435471842956)",Voice In,
5944154,6/4/2016 13:12,6/15/2016 12:00,6/15/2016 12:00,Closed,"Case Resolved -  Request closed by in Operations system   at Jun 15 2016 12:00AM.  Notes = ""  Notes:tree requires pruning for stop sign.   BUF Action:Inspect. date completed - 6/15/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Other_enter_additional_details_below,"501 PENNSYLVANIA AVE, SAN FRANCISCO, CA, 94107",10,Potrero Hill,"(37.760101830416, -122.393122670189)",Voice In,
5944297,6/4/2016 13:59,8/30/2016 15:11,8/30/2016 15:11,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"696 36TH AVE, SAN FRANCISCO, CA, 94121",1,Outer Richmond,"(37.776037224377, -122.49610371848)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5753410fdf8680c81ceeb6b5/report.jpg
5944497,6/4/2016 15:25,10/17/2016 16:38,10/17/2016 16:38,Closed,Case Resolved - Request Letter Sent.   The sign is slightly visible & there are two left turn arrows clearly painted on the roadway. I have letter to property owners,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of HARRISON ST and 16TH ST,9,Mission,"(37.7654474943791, -122.413105187419)",Voice In,
5944953,6/4/2016 18:38,8/22/2016 23:16,8/22/2016 23:16,Closed,Case Resolved - Request Letter Sent.   several letters sent to owner already.,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,Intersection of HYDE ST and PINE ST,3,Lower Nob Hill,"(37.7900451429578, -122.417204774284)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5753827cdf8680c81ceebd56/report.jpg
5689425,3/22/2016 13:04,7/7/2016 8:33,7/7/2016 8:33,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"1500 LA SALLE AVE, SAN FRANCISCO, CA, 94124",10,Bayview,"(37.735728692457, -122.38715001281)",Voice In,
5689841,3/22/2016 14:40,4/18/2016 9:44,4/18/2016 9:44,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Hanging_limb,"690 MISSION ST, SAN FRANCISCO, CA, 94105",9,Mission,"(37.761606391189, -122.419760843643)",Web Self Service,
5946037,6/5/2016 12:39,8/22/2016 23:24,8/22/2016 23:24,Closed,Case Resolved - Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"350 9TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.773111317581, -122.410895217353)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57547fe1df8680c81ceecb9b/report.jpg
5946117,6/5/2016 13:14,6/8/2016 12:00,6/8/2016 12:00,Closed,"Case Resolved -  Request closed by in Operations system   at Jun  8 2016 12:00AM.  Notes = ""  Notes:Trees need maintenance. routine pruning. street clearance.   BUF Action:Inspect. date completed - 6/8/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"1717 JONES ST, SAN FRANCISCO, CA, 94109",3,Russian Hill,"(37.797117817506, -122.415391867755)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57548823df8680c81ceecc87/report.jpg
5946180,6/5/2016 13:40,8/19/2016 21:10,8/19/2016 21:10,Closed,"Case Resolved -  Request closed by in Operations system   at Aug 19 2016 10:10AM.  Notes = ""  Notes:Please remove stakes ::  Closed By CMMS SO 533583.   BUF Action:Remove Stake. date completed - 8/19/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"1320 MCALLISTER ST, SAN FRANCISCO, CA, 94115",5,Western Addition,"(37.778510280068, -122.433817679967)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57548e46df8680c81ceecd67/report.jpg
6298702,9/11/2016 12:21,10/18/2016 1:46,10/18/2016 1:46,Closed,Case Resolved - duplicate request,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"1239 MISSION ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.776847789025, -122.413855926638)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57d5aec1df86af3554116621/report.jpg
6520710,11/11/2016 10:29,11/15/2016 16:15,11/15/2016 16:15,Closed,Case Resolved - Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"58 HARRIET ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.778551899951, -122.406898355815)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/58260e15df866fe110f87fa0/report.jpg
5946315,6/5/2016 14:40,8/22/2016 23:24,8/22/2016 23:24,Closed,Case Resolved - Request Letter Sent.   tree is on Pacific. sent letter,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"89 LYNCH ST, SAN FRANCISCO, CA, 94109",3,Nob Hill,"(37.795647731331, -122.418036519787)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57549c4fdf8680c81ceecf39/report.jpg
5946922,6/5/2016 20:45,6/5/2016 23:10,6/5/2016 23:10,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,Intersection of DOLORES ST and MARKET ST,8,Mission Dolores,"(37.7690422430629, -122.426858401469)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/5754f1cedf8680c81ceed59e/photo_20160605_204433.jpg
5940493,6/3/2016 12:15,6/6/2016 12:16,6/6/2016 12:16,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,About_to_fall,"100 SHOTWELL ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.766688990966, -122.416696140325)",Voice In,
5693091,3/23/2016 13:38,9/20/2016 7:25,9/20/2016 7:25,Closed,Case Resolved -,DPW - Bureau of Urban Forestry - G,Tree Maintenance,Trees - Overgrown_Tree,Blocking_sidewalk,Intersection of CLARENDON AVE and PANORAMA DR,7,Midtown Terrace,"(37.753774358501, -122.455537451548)",Voice In,
5943796,6/4/2016 11:14,6/6/2016 10:39,6/6/2016 10:39,Closed,Case Resolved - nothing found.,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Property_damage,"2196 15TH ST, SAN FRANCISCO, CA, 94114",8,Duboce Triangle,"(37.766104752768, -122.433083635272)",Open311,
5943806,6/4/2016 11:16,6/6/2016 10:39,6/6/2016 10:39,Closed,Case Resolved - nothing found.,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Property_damage,Intersection of 15TH ST and NOE ST,8,Duboce Triangle,"(37.7658614882697, -122.433255578825)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57531ad9df8680c81ceeb263/report.jpg
5694491,3/23/2016 20:09,,3/23/2016 20:09,Open,in progress,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,Intersection of HAYES ST and FILLMORE ST,5,Hayes Valley,"(37.7758344070154, -122.431198557278)",Integrated Agency,
5947176,6/6/2016 3:54,,7/1/2016 9:02,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,Intersection of DON CHEE WAY and THE EMBARCADERO,3,Financial District,"(37.7942298438146, -122.393263603248)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57555652df8680c81ceed90a/report.jpg
5947221,6/6/2016 6:01,6/6/2016 7:13,6/6/2016 7:13,Closed,"Case Resolved - TRANS TO CMMS, L/MESS FOR ROB & EMAIL TO BUF",DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"403 MONTEREY BLVD, SAN FRANCISCO, CA, 94127",7,Sunnyside,"(37.7313957866, -122.444667584892)",Voice In,
5947720,6/6/2016 8:35,8/22/2016 23:23,8/22/2016 23:23,Closed,Case Resolved - none of these are maintained by DPW.  All owners must consult certified arborists,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"930 SCOTT ST, SAN FRANCISCO, CA, 94115",5,Western Addition,"(37.778440898089, -122.436623334721)",Web Self Service,
